id,date,title,content,product
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=137&document_srl=7574244587,2016-02-23,g5는 방수에 취약할거 같다, 배터리 부분이 아래달려서비올때 물 더 잘들어갈거같은데. 하 그냥 s7살까이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=137&document_srl=7573986204,2016-02-23,G5 국내 좆망할것같음, 성인중에 쓰는사람 못봤고 급충이들이 많이쓰더라V10도 친척동생이 쓰는거 처음으로본거고모듈 가격도 있는데 못사쓸텐데 ㅈ망할듯 ㅋㅋㅋ 부모졸라서 약정끼거시는애�http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8523020553,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8521688939,2016-07-31,S7 출시 전 네티즌 댓글,많이 둘러봤는데 70%는 G5 찬양하더라지금은?ㅋS7 사길잘했다이기이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8520724213,2016-07-31,나는 G5 유저야~!,"(사진과 본 내용은 관련 없음.)쥐5 사용한지 이제 4일 째다. 아쉽지만 다양한 모듈과 배터리 이벤트기간이 끝나서 오늘 싼가격에 배터리팩을 사왔다.나의 쥐5 사용평은! 1.일단 핑크색상 사용중인데 색상과 어울리는 디자인이 너무 마음에 든다. (물론 개인차가 있지만)2.한손가락으로 지면센서 가져다대면 바로 잠금 풀리고 이거 너무 편하다!!다시누르면 꺼지고! 이건 ㅅㅆㅌㅊ 3.광각 카메라 이거 신세계다. 나름 재미도 있고, 요즘 재미들려서 유용하게 사용 중이다. 4.액정은 .. 확실히 햇빛에 취약하긴 했음. 아예 안보이는 건 아닌데. 갤럭시보다는 확실히 떨어짐.정리하면. 일상적인 일로만 사용하는 일반인으로 사용하긴 정말 좋다! 한가지 더 말하면 솔직히 하이파이면 모르겠는데 카메라 모듈은 쓸모 없는 듯ㅋㅋㅋㅋ(이 글은 나의 주관적인 생각이니 너무 디스하진 말고.)이 게시물을...",g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8516411426,2016-07-30,G5 지금사면 얼마면 사냐??,공기계값만 일시불에 지불하면 얼마가능??이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8514557221,2016-07-30,g5로 거의 관짝에 못질한거 아님?, g4에서 이미 산소마스크 뗐고 g5에서 관뚜껑 못질한거같은데?이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8514518599,2016-07-29,오늘 사실 LG가 V10 후속 발표언급했는데. 노관심. ㅋㅋㅋㅋ,2분기 실적발표석상에서 G5 개실패를 거울삼아 보다 수율을 높이고 혁신적인 제품만들겠다고 하며 바로 V10후속 'V20'을 9월에  조기출시하고  전작보다 높은 완성도를 갖게 될 것이라 발표 했는데 포털등 기사가 안 보이네. ㅋㅋㅋ. 이제 언론도 포기했냐. 헬쥐폰. 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8511984136,2016-07-29,갤레기 카메라는 조금 좋은게 아니라 씹압살 수준, 증거가 여러 개 있다갤6 시절까지만 해도아사모 가면 아이폰 카메라 좋다던 정신승리자들 많았는데요즘 아사모 가서 카메라 비교해서 추천해 달라고 하면고향묻는 소리 들은 홍어마냥스마트폰에 카메라는 왜요? 분위기그리고 짱개폰 카페 몇 개 있는데유난히 전라도 사람이 많더라농담이 아니라 닉부터 지역명 많이 쓰고일상글 판매글 보면 전라도 조온나 많음짱개폰 찬양까지는 아니더라도가성비 좋다는 글 많음사실 찜찜한 거 빼면 출시가 기준으로는 가성비가 좋긴 함하여튼 짱개폰 카페에서도 카메라 제일좋은 거 추천해 달라고 하면S7 사세요존나 짧게 댓글만 달림그리고 엘뿌 고니안에서도맛폰 카메라 이야기 나오면아예 외면받거나맛폰에 왜 카메라 좋은게 필요하냐나는 따로 카메라 들고 다닌다는개소리들이 달림가끔 G5 가 제일 좋다는 댓글이 달리기는 함이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8511604838,2016-07-29,g5는 산업 ㅍㅖ기물,이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8511595886,2016-07-29,내가 싸본 것중에서 가장 최악의 g5, 이 새끼 좆같네 갤럭시 노트 10.1 2012버전 보다 핵 폐기물급이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8511580737,2016-07-29,g5 특징, 어느하나 쓸민한게없음문제점민 좆나게 들어나서 쓰던 고객도 열받아서디른 걸로 기기변경하는 사태에 이름나의 경우 아이폰으로 기기변경함좆나 20만원 짜리 스맛폰보다 못한 80만원 출고가개병신 기기이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8508818657,2016-07-28,이쯤에서 G5 다시 언급한다. g5의 문제점, 풀고가 80만원의 플래터님 새끼주제5.3인치 달고 멀티윈도우 안됨구라베젤을 사용했고 소프트키는 항상 등장함 좆같음뭘 어떤걸 하던간에 뜨거움스냅 820인데  게임할때 랙 걸리고 멀티윈도우 활용못해서 있으나 마나메탈으로 만들었다고 했는데 100% 메탈이 아니라 플라스틱 위에 메탈페인팅한 것기스나면 메탈 알루미늄이 들어나는것이 아니라 플라스틱이 들어남뒷면 유격 씨발액정에 엣지줘서 액정필름이 다 안붙음홈키 뒤에있어서 거치해두면 씨발헬 소리 나옴광각카메라 하면 800만화소로 떨어지는 문제점이 있음배터리 좆나 광탈디스플레이 좆나 어두워서 밝기 기본 20% 올라야되는데 이거 올리면 액정에서 노이즈음 계속 들림사운드는 빈깡통에서 울리는 저렴한 소리충전기는 4개월만에 피복이 벗겨졌는데 아이폰6 충전기 피복은 아직도 그대로임씨발.... 이맛헬 다시는 플래티넘 달지마라 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8504012629,2016-07-28,언더케이지가 말했지 엘지는 거르라고,플래그십에선 그동안 플래그십에서 검증받은걸 하는자리인데헬지는 플래그십에서 소비자에게 테스트해보려한다고 그말이 딱맞음그결과 G5 품질도 개쓰렉살다살다 2016년에 품질문제가생기는게 말이되냐이젠 화웨이도 완벽하다고 하는판국에 ㅋㅋ헬지는 이제 화웨이한테도 걍 개털림이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8503531480,2016-07-28,프로 맛게이 시점에서 본 G5가 망한 이유.fact,G5 좆망한거 다들 알고 있지? 혹시라도 이거 구매한 새끼있으면 하루빨리 가까운 정신병원가서 진료부터 받아봐라그럼 프로 맛게이 눈으로본 G5가 2천억 적자를 불러온 이유를 씨부려 보겠다 앳햄1. 메탈프레임LG는 이상하게 자사 플래그쉽에 테스트를 하더라 풀메탈 프레임 적용도 G5로 테스트 함처음 시도하는 메탈프레임이면서 노하우도 없는 새끼들이 다른 회사가 제조하는 방식 따라 하면 될텐데 단가 낮추려고 CNC가 아닌 주조 방식으로 프레임을 제작함당연히 표면 균일도가 떨어지니 프라이머 올림프라이머 올려서 당연히 아노다이징으로 색 못입힘결국 물감으로 도색함그래놓고 안테나 숨기는 LG만의 기술이라며 프라이머 올린거 구라침병신새끼들2. 모듈풀메탈 적용하긴 했는데 메탈로 해보니까 LG만의 장점인 배터리를 교체할 수가 없음.그래서 아래나 위를 잘라낸거임. 배터리 쑤시고 빼고 할 공간 만들어야지잘라 보니까 음..... 뭔가 아쉬움 그래서 이 부분에 유용한 아이템을 만들어봄 이것이 LG의 모듈 탄생일화 이며 여기까지는 좋은 발상임근데 모듈이라고 만들어 놨는데 딱히 좋아보이지 않음... 유용하지도 않은거 같음그래서 본체 기능을 잘라냄20만원이 넘는 뱅오모듈 장착해야 전작인 V10이랑 음질 비슷해짐그리고 카메라 모듈... 은 언급도 하지말자병신새끼들3. 발열같은 스냅드래곤 쓰는 메이저 회사들은 병신 스냅드래곤의 발열을 잡기위해 최선의 노력을 다함소니와 삼성은 맛폰에 히트파이프를 채용하면서 까지 스냅드래곤의 발열을 잡아 보려 했음. 그리고 어느정도 잡혔음LG? 그런거 없다. 심지어 QHD LCD가 내뿜는 백라이트의 발열 조차 제어 못해서 좀 뜨거워지면 밝기 강제로 낮춤 ㅋㅋㅋ4. AODAMOLED와 다르게 LCD는 검은색이 전력을 더 많이 소모함근데 검은 바탕의 AOD 집어넣음결과는 배터리 운지5. 가격좆병신 새끼들이 아직도 삼성이 지들 라이벌인 줄 알고있음주제파악 못하고 갤럭시s7 플랫과 s7엣지 사이 가격인 83만 6천원 책정함아 물론 모듈과 추가배터리는 별매입니다 ^ ^ 6. 마케팅광고가 얼마나 병신같으면 광고 해석판까지 돌아다님차라리 돈을 쓰레기통에 버리지병신새끼들한줄요약LG 병신 새끼이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8503537221,2016-07-28,G5 켜진상태로 배터리갈아끼우는거 작동잘안되냐,폰팔이가 자기껀 그게안된다는데이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8503486545,2016-07-28,G5폭망이유가 뭐같냐,난 카메라때문같음이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8503434090,2016-07-28,맛게 진짜 미친 새끼.fact,G5 구매한 새끼 ㅋㅋㅋㅋㅋㄹㅇㅍㅌㅂㅂㅂㄱ이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8503036965,2016-07-27,g5왜 샀냐는 놈들에게 경고한다., 아이폰이 좆나 잘만들었음을 느끼게 해줌ㅇㅇ.. 원래 쓰던 아이폰으로 기변했는데 정말 좋은 거같다.이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8502721586,2016-07-27,g5 중고가 50~60만에 팔리네,좆망해서 한 30은 할줄 알았는데 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8500195212,2016-07-27,요즘엔 대리점에 공짜폰안팔아?,예전엔 대리점가면 공짜폰팔았던거같은데..폰은공짜인대신에 요금제로 대리점이 이득보는...며칠전에 갤럭시노트 물어보려고 갔다가 갤노트4는 없어요 했더니 아예 단종되서 나오지도않는다면서 갤노트5 권해주더라..갤노트5랑 엘지g5권해주던데...이젠 공짜폰사라진거냐?그리고 자꾸 엘지g5좋다고 권해주는데...진짜 좋은건지 아는게이있음 좀 알려다오이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8499426391,2016-07-27,아는 사람이 G5샀단다... 어떡하냐..., ㅅㄷㄹ가서 할원 25주고 산듯...이거 단순변심에 의한 반품 이런거 안되지? 별로 친한 사람은 아니긴한데..이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8498395018,2016-07-27,아이폰 소프트키와 g5의 소프트키 차이, 이이폰은 왼쪽에서 오른쪽으로 손움직이면 뒤로가기 됨 가리고 스크롤 위로 올리면 뒤로 가기 등장힘알아서 있을 때 없을 때를 구분함하지만 g5의 소프트키는 니가 뭔짓을 해도 등장함있을 때 없을 때를 구분못함 시발 헬이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=44&document_srl=8497723138,2016-07-27,친구g5 10분정도 만져본 소감,1. 일단 존나게 못생겼음 디자인은 아무리 개취라지만 이건 개취의 영역이 아님2.존나 어두움 화면 밝기 100아닌줄 알고 올리려했는데100임잠깐 만져봐서 이정도 밖에 모르겠다 근데 저 두이유만으로도 사는놈들이 왜사는지 이해가안됨이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8496456707,2016-07-26,"검찰, 모든 국산 휴대폰 데이터 분석 기술 연내 개발…","지능화하는 범죄에 대응 검색 기록 등 파악 가능…쿠팡 등 100여종 앱도 분석애플 아이폰은 분석 불가능 사생활 침해 가능성 제기  피의 사실과 관련 없는 쇼핑앱 등 사적 내용 접근 가능검찰이 휴대폰에 들어있는 디지털 정보를 분석하는 ‘모바일 포렌식’ 기술을 대폭 강화한다. 삼성 갤럭시S7 같은 최신 휴대폰의 보안 데이터를 분석하는 것은 물론 휴대폰 속 주요 앱(응용프로그램) 100개를 추가로 분석 대상에 넣는 것이 목표다. 날로 지능화하는 범죄에 대응해 수사 기법을 고도화해야 한다는 검찰 측 논리와 사생활 침해가 우려된다는 업계의 주장이 맞서고 있다.21일 검찰 등에 따르면 대검찰청은 휴대폰에 설치된 보안 기능과 대부분 앱의 사용 내용을 한눈에 들여다볼 수 있는 ‘모바일 포렌식’ 기술 개발을 민간 전문업체에 의뢰해 올해 말까지 끝낼 예정이다. 검찰 계획대로라면 이르면 내년 초부터 삼성 갤럭시S7과 LG G5 등 최신 휴대폰 23종을 분석할 수 있는 프로그램을 개발한다. 이메일, 연락처를 비롯해 쿠팡 같은 ‘생활밀착형’ 앱 100개도 분석 대상이다. 신영식 대검찰청 디지털수사과장은 “최신 휴대폰과 앱 등 기존에 분석하지 못했던 모바일 포렌식 관련 기술을 발전시키는 과정의 연장선”이라고 설명했다.검찰이 도입하려는 분석 기술을 이용하면 휴대폰 사용자가 △가장 많이 찾아본 검색어 △자주 방문한 웹사이트 △즐겨 사용하는 앱의 실행 횟수와 이용 시간 등도 파악할 수 있다. 사용자가 날짜별로 어느 시간대에 어떤 프로그램을 이용해 어떤 작업을 했는지 보여주는 ‘타임라인’ 기능도 확보하게 된다. 검찰은 피의자의 휴대폰 이용 행태까지 파악할 수 있을 것으로 기대하고 있다.지금은 삼성 갤럭시S6나 S7 같은 최신 휴대폰은 피의자가 암호를 풀어주는 등 협조하지 않는 이상 검찰이 그 속에 담긴 디지털 정보에 접근하기 어렵다. 휴대폰 제조사가 보안 기능을 지속적으로 강화해왔기 때문이다. 검찰에 모바일 포렌식 장비를 납품했던 A업체 관계자는 “디지털 정보를 숨기려는 쪽이 드러내려는 쪽보다 한 발자국씩 앞서고 있는 것이 세계적인 추세”라고 말했다.하지만 검찰에 애플 아이폰은 여전히 ‘골칫거리’다. 현재 검찰 기술로는 아이폰5 이후 모델의 보안을 뚫을 방법이 없다. 애플 휴대폰은 하드웨어 보안까지 이중으로 걸어두기 때문이라는 게 검찰의 설명이다. 모바일 포렌식 업계 관계자는 “국내 제조사가 기술력이 부족해 하드웨어 보안을 적용하지 않는 것은 아니다”며 “필요 이상의 보안을 걸어 수사기관이 데이터에 접근할 수 없도록 하는 데 대한 부담이 있는 것으로 알고 있다”고 말했다.일각에선 검찰 계획이 현실화하면 휴대폰 분석 과정에서 사생활이 침해받는 것은 물론 ‘별건 수사’(특정 혐의를 밝혀내는 과정에서 관련 없는 사안을 이용하는 방식)로 악용될 수 있다는 우려도 나온다. 형사소송법상 디지털 정보를 압수수색할 때는 혐의와 관련한 정보만 압수해 살펴봐야 한다. 검찰 출신의 한 대형 로펌 변호사는 “휴대폰에 있는 쇼핑 앱이나 가계부 앱처럼 사적인 정보가 담긴 앱까지 들여다보겠다는 것은 수사력 남용”이라며 “검찰이 혐의와 직접적인 관련이 없는 피의자의 ‘약점’을 잡고 수사에 활용할 가능성이 크다”고 지적했다.■ 모바일 포렌식 포렌식 (forensic)은 과학적 수사방법을 일컫는 말이다. 모바일 포렌식은 스마트폰 등 모바일 기기에 저장된 데이터를 추출하고 복원해 범죄수사 등에 활용하는 기술이다. 디지털 정보를 분석하지 못하도록 숨기는 기술은 ‘안티포렌식’이라고 불린다.고윤상 기자 [email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */이 게시물을...",g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8496200897,2016-07-26,g5 좆같은 점 생각났다. 충전기 선 이미 피복 벗겨짐 ㅋㅋㅋㅋㅋ, 아이폰 15년 4월에 샀는데 아직 피복안벗겨지고 새것처럼 그대로임 g5 16년 4월에 샀는데 충전기 선 피복 벗겨짐시발..... ㅋㅋㅋㅋㅋ 이맛헬 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8496022011,2016-07-26,스냅820 이거 노트 10.1에 때서 붙이고 싶다., g5중에 유일하게 쓸만함 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8496009265,2016-07-26,lg g5 VS. 갤럭시 a7, 가격은 비슷한데 뭐 살래?둘다 외국판인데 지오는 외국판이면 불량 좀 없을래나이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8495897881,2016-07-26,g5후기,"   블루투스 이어폰, TV, 모니터, 세탁기, 냉장고 노트북 빼고는 사지마라써보고 말하는거다 이 게시물을...",g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8495091285,2016-07-26,G5 SE라는것도 있더랔ㅋㅋㅋ, 820대신에 617박아놓은 저가형임820박아도 좆구린데 617박으면 얼마나 좆구릴까이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8494959763,2016-07-26,노트7 나오면 S6나 G5 V10 이런거 출고가 다 내리냐?,ㅇㅇ 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8494553689,2016-07-26,"갤럭시S7, G5만 우르르 사기보다는 다양한 게 좋다.","과거 쌍팔년도에는 갤럭시S7, 아이폰6S만 광고해서 우르르 샀지만이젠 인터넷의 발달로 소비자들은 가성비를 따질줄 알고 디자인 역시 남들과 다른 걸 원한다.남들과 똑같은 물건이 아닌 자신이 원하는 제품을 사야한다.갤럭시S7몰아주기 LG G5몰아주기 아이폰6S몰아주기 식에서 벗어나서기종을 다양화해서 수백종의 전화기를 팔아야겠다.그런면에서 LG가 중저가 폰을 다양하게 내놓은 건 옳은 방향이고애플도 아이폰 1대만 팔기보다는 아이폰a 아이폰b 아이폰c식으로 1년에 10대 이상 내놔야 한다.이 게시물을...",g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8494344798,2016-07-26,갤7  사전예약으로 사고 맛갤 첨오는건데 g5랑 s7, 승자 누구? 판매량은 당연히 삼숭이겠지만사용후기들 따지면 어떤게 윈임??이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8493138723,2016-07-26,G5진짜 망치로 때려 부수고싶다 씨바꺼,G5 핫스팟 이거 진짜 개병신아니냐??다른 폰으로 핫스팟 연결해서 겜하면 다 잘되는데이 애미가 뒤져도 단단히뒤진 g5씹새끼 핫스팟만 연결하면 되던게임도 오류 뜨면서 안된다 미친씨발ㅋㅋㅋㅋ핫스팟 자체가 바이러스인 기적의 스마트폰 ㄱㅆㅅㅌㅊ이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8492357052,2016-07-26,노트5쓰는데 G5 음악듣기용으로 따로 살만하냐?, 가격좀 떨어졌남?이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8490640664,2016-07-26,헬지가 옳았다!,G5가 옳았다이제부턴 정말 모듈뿐이야!이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8490421948,2016-07-26,g5의 문제점 지적해본다 늘어났다., 녹화시 불덩이가 됨화면 좆나 어두움액정 엣지 줘서 필름 반만 덮임구라베젤의 5.3인치 실제론 소프트키 땜에 아이폰6과해싱도 똑같음후면 홈키 시발뒷면 유격배터리 씨빌 개 조루유튜브 한시간 반 봣는데 배터리 60%됨멀티윈도우 없음게임 렉 쩔음디스플레이 밝기 어두운데 높이면 노이즈음 발생플라스틱에 메탈 칠 헤서 긁히면 바로 플라스틱 됨뜨거울때 플라스틱 냄새 올라옴기본 제공 충전기 시발usb c 좆나 약함 1년 넘게 쓴 아이폰6은 아직도 선이 곱게 살아잇는데g5 충전기 선은 이미 피복이 벗겨짐 ㅋㅋㅋㅋㅋ시발빈깡텅에서 울리는 사운드가 너라면 아이폰은 서라운드가 잇는 사운드임이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8490393920,2016-07-26,헬지 발열과 메인보드 운지는 QHD 때문아니냐 ????,"G2 , G3A 에서는 무한부팅 이야기 거의없고 걍 크랙이나 터치불량이 대다수인데 QHD 올린 G3 , G4 , G5 , V10은 무한부팅 글 계속 올라옴특히 G4가 단연 압도적으로 이 게시물을...",g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8490282618,2016-07-26,G5 과거 대란처럼 번이에 할원0에 풀어주면 살 게이들 많냐 ??,그래도 신기한게 고민된다 ㅋㅋ 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8490268992,2016-07-26,g5 가격보니까 마음이 짠하다, 호콩사는데저번주까진 지오 가격 갤럭시보다 비싸더니이번주부터 갑자기 45만워에 팜ㅋㅋㅋ s7은 아직 60마넌인데이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8489782632,2016-07-25,근데 하드웨어 기술집약은 아이폰이 딸리는거 아님?,갤럭시나 뭐 하다못해 g5보다 딸리는거 아니냐 이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8489365682,2016-07-25,갤칠엣지는 존나 좋네,산지 한달인데 아직 안질리고 개만족중g5산애들  불쌍해 ㅜ이 게시물을...,g5
http://www.ilbe.com/index.php?mid=smartphone&search_target=title_content&search_keyword=g5&page=45&document_srl=8487492709,2016-07-25,G5 충들을 위한 복습타임!,복습합시다1. 2년전나온 자사 폰 G3보다 밝기가 한참 낮음~~~2. 배터리 타임이 거의 갤7 절반수준~~~3.뭐? 풀메탈이라 광고해놓고 내가 만지는건 메탈이 아니라고? 그렇습니다! 엄청나게두꺼운 도료를 칠해서 메탈의 느낌이라곤 1도 안나는 풀메탈폰!4.하이파이 모듈끼워도 전문가들 평가에 의하면 v10보다 음질이 별로라던데?5.뭐? 모듈바꿀때마다 껏다켜야되? 네 그렇습니다 원래 안꺼지게할라했는데 설계상으로 안되서 걍 포기했데요~~6.뭐? 밖에선 올웨이즈온 디스플레이가 안보여? 네! 그렇습니다! 안그래도 어두운데 실내에서도 잘안보일만큼 어둡게되있어요~~ 밖에선 당연히 안보이겠죠?이상 G5 복습이었씁니다 그럼 이만@@@이 게시물을...,g5
