word	similarity	expression
베젤	0.9677579402923584	편하다
선명	0.9667750597000122	편하다
ips	0.9667671322822571	편하다
색감	0.9667261242866516	편하다
qhd	0.9661397933959961	편하다
느껴지	0.9656156897544861	편하다
오래가다	0.965186357498169	편하다
노크	0.9646338224411011	편하다
사진찍	0.9635970592498779	편하다
다니	0.9905155301094055	귀찮다
복불복	0.9893615245819092	귀찮다
수리	0.9870516061782837	귀찮다
아끼	0.9855450391769409	귀찮다
예민	0.9840413928031921	귀찮다
나사	0.9836832284927368	귀찮다
불안	0.9835125207901001	귀찮다
끼니	0.9823528528213501	귀찮다
뒤판	0.9823263883590698	귀찮다
하드	0.9821397066116333	귀찮다
하면	0.9817523956298828	귀찮다
발견	0.9817406535148621	귀찮다
명함	0.9815666675567627	귀찮다
조이	0.9815170764923096	귀찮다
부품	0.9814416170120239	귀찮다
붙이	0.9813381433486938	귀찮다
교품받으	0.981319785118103	귀찮다
무상	0.9812492728233337	귀찮다
젤리	0.9808211922645569	귀찮다
들어가	0.980810821056366	귀찮다
다행	0.9802078008651733	귀찮다
다른문제	0.9801202416419983	귀찮다
교품대상	0.9796250462532043	귀찮다
생산품	0.9791778326034546	귀찮다
생길	0.9791170954704285	귀찮다
보호	0.978790283203125	귀찮다
스위치	0.97857266664505	귀찮다
uag	0.978148341178894	귀찮다
주렁	0.9779205918312073	귀찮다
보조	0.9778664708137512	귀찮다
강조	0.9974156022071838	무겁다
신선	0.9970951080322266	무겁다
이질감	0.9968812465667725	무겁다
가죽	0.9965845346450806	무겁다
내장형	0.9962519407272339	무겁다
유난	0.9961494207382202	무겁다
강점	0.996058464050293	무겁다
엇보	0.9959669709205627	무겁다
사이즈	0.99596107006073	무겁다
편이	0.9958720207214355	무겁다
최고급	0.9956878423690796	무겁다
호불호	0.9956274032592773	무겁다
똑딱이	0.9955765604972839	무겁다
비하	0.9952147603034973	무겁다
편의성	0.9951748251914978	무겁다
분리형	0.994943380355835	무겁다
해상력	0.9949387311935425	무겁다
흔들	0.9948509931564331	무겁다
같	0.9947711229324341	무겁다
의외	0.9945342540740967	무겁다
매력	0.9944945573806763	무겁다
귀가	0.9944198727607727	무겁다
갤티브	0.9944130778312683	무겁다
신박	0.9943033456802368	무겁다
재미	0.9941852688789368	무겁다
쓸모	0.9941099882125854	무겁다
못느끼	0.994072675704956	무겁다
주머니	0.9939873814582825	무겁다
휴대성	0.9939746856689453	무겁다
ㅆㅅㅌㅊ	0.9939168691635132	무겁다
알	0.9974466562271118	어렵다
던지	0.9974428415298462	어렵다
해서	0.9974260926246643	어렵다
건지	0.9973818063735962	어렵다
싶	0.9971466660499573	어렵다
매일	0.9971035718917847	어렵다
최선	0.9969794154167175	어렵다
글쓰	0.9969451427459717	어렵다
제	0.9968727827072144	어렵다
매번	0.9968128800392151	어렵다
단통법때문	0.9965968728065491	어렵다
갑작	0.9965553283691406	어렵다
일년	0.9965000152587891	어렵다
잘몰	0.9964354038238525	어렵다
지켜보	0.996383547782898	어렵다
도저	0.9963593482971191	어렵다
바래	0.9963138103485107	어렵다
한동안	0.9962801337242126	어렵다
본인	0.9962472319602966	어렵다
적어	0.9962431788444519	어렵다
판단	0.9962014555931091	어렵다
어떤분	0.9961469769477844	어렵다
지내	0.9960711002349854	어렵다
함정	0.9960002303123474	어렵다
40대	0.9959888458251953	어렵다
버티	0.9959108233451843	어렵다
벗어나	0.9958958625793457	어렵다
아내	0.9958441257476807	어렵다
될거	0.9958183169364929	어렵다
신뢰	0.9957637786865234	어렵다
켜지	0.9918264150619507	느리다
브라우저	0.9911984205245972	느리다
멈추	0.9908618927001953	느리다
표시	0.9886479377746582	느리다
가끔	0.9885326623916626	느리다
방전	0.9872915744781494	느리다
강제	0.9864921569824219	느리다
사용환경	0.9859045743942261	느리다
잠금	0.9858403205871582	느리다
꺼진상태	0.9854743480682373	느리다
웹서핑	0.9852038621902466	느리다
지속시간	0.9848382472991943	느리다
크롬	0.9844123125076294	느리다
퀵차	0.9835436344146729	느리다
gps	0.9834687113761902	느리다
높이	0.9832743406295776	느리다
따르	0.9829150438308716	느리다
실행	0.9828704595565796	느리다
변하	0.9827912449836731	느리다
저만그런가	0.9827001094818115	느리다
잘되다	0.9825053215026855	느리다
점이	0.9819650650024414	느리다
조절	0.9819283485412598	느리다
서핑	0.9819107055664062	느리다
주로	0.9817255735397339	느리다
그만큼	0.981717586517334	느리다
회전	0.9814883470535278	느리다
인식	0.9814183115959167	느리다
2a	0.9813265800476074	느리다
수명	0.9813035130500793	느리다
지5	0.9861440658569336	끌리다
갤7엣지	0.9838280081748962	끌리다
난	0.9815542101860046	끌리다
별로	0.98145592212677	끌리다
비슷	0.9781166911125183	끌리다
새로나온	0.9771850109100342	끌리다
s7엣지	0.9763356447219849	끌리다
6s플러스	0.9755789041519165	끌리다
너무크	0.9741342663764954	끌리다
나올	0.9741284847259521	끌리다
뭐가	0.9706476330757141	끌리다
이랑	0.9685921669006348	끌리다
보고	0.968501627445221	끌리다
갤6	0.9664708375930786	끌리다
갤s7	0.9643813371658325	끌리다
놋5	0.9632503390312195	끌리다
아이폰6	0.9629195928573608	끌리다
노트4	0.9609192609786987	끌리다
제일	0.9608340859413147	끌리다
굳히	0.9604440927505493	끌리다
s7플랫	0.9601784944534302	끌리다
사고	0.9598976373672485	끌리다
형	0.9585070013999939	끌리다
사야	0.9572612643241882	끌리다
플랫	0.956587553024292	끌리다
다음	0.9558866024017334	끌리다
솔직	0.9557900428771973	끌리다
g5냐	0.9554105997085571	끌리다
없나봐	0.955207884311676	끌리다
g5중	0.9551495909690857	끌리다
효율	0.9966849088668823	오래가다
오래	0.9953294992446899	오래가다
조루	0.9947004318237305	오래가다
탈착형	0.9932568073272705	오래가다
불만	0.9909769892692566	오래가다
신기	0.9906997680664062	오래가다
적응	0.9896117448806763	오래가다
편이	0.9894874095916748	오래가다
품질	0.9891745448112488	오래가다
의외	0.988544762134552	오래가다
체감	0.9885189533233643	오래가다
타임	0.9881270527839661	오래가다
최적화	0.9873062372207642	오래가다
개취	0.9871774315834045	오래가다
하드웨어	0.9868015646934509	오래가다
충분	0.9867172837257385	오래가다
중요	0.9866182804107666	오래가다
훌륭	0.9864248037338257	오래가다
탈착식	0.9862289428710938	오래가다
광탈	0.9859284162521362	오래가다
만듦새	0.9858188629150391	오래가다
무겁다	0.9856007695198059	오래가다
완전	0.9854444265365601	오래가다
세컨드	0.9852834343910217	오래가다
싼티	0.9851647615432739	오래가다
밧데리	0.9850380420684814	오래가다
교체형	0.9849540591239929	오래가다
개선	0.9849110841751099	오래가다
작다	0.9847187995910645	오래가다
착탈식	0.98468017578125	오래가다
정상인	0.997290849685669	뜨겁다
나아지	0.9957468509674072	뜨겁다
심각	0.9953980445861816	뜨겁다
편한	0.9953376650810242	뜨겁다
버리	0.9953315258026123	뜨겁다
지장	0.9952125549316406	뜨겁다
여전	0.9951534271240234	뜨겁다
대체	0.9951267838478088	뜨겁다
떨구	0.9951266050338745	뜨겁다
장난	0.9949755072593689	뜨겁다
걸리	0.9949600696563721	뜨겁다
깨지	0.9949262142181396	뜨겁다
적응	0.9948753118515015	뜨겁다
저만	0.9946492910385132	뜨겁다
거이	0.9946212768554688	뜨겁다
못쓰	0.9945623874664307	뜨겁다
감촉	0.9945090413093567	뜨겁다
쓰지	0.9944725036621094	뜨겁다
명불허전	0.9942641854286194	뜨겁다
불편함	0.9942424893379211	뜨겁다
빠릿빠릿	0.9941712021827698	뜨겁다
편이	0.994087815284729	뜨겁다
하얗	0.9940085411071777	뜨겁다
치명적	0.9939224720001221	뜨겁다
엄청나	0.9939057230949402	뜨겁다
이모	0.9937345385551453	뜨겁다
멀쩡	0.9937185049057007	뜨겁다
실용성	0.9937074184417725	뜨겁다
구라베젤	0.9937039613723755	뜨겁다
조금	0.9936746954917908	뜨겁다
노트5중	0.9783236384391785	비싸다
사려	0.9771486520767212	비싸다
어떤	0.9750500321388245	비싸다
가격	0.9715203046798706	비싸다
사고	0.969149649143219	비싸다
고민	0.9680536985397339	비싸다
지오	0.9651240110397339	비싸다
갤럭키	0.9622275233268738	비싸다
싸게	0.9615245461463928	비싸다
어떤가	0.9608299732208252	비싸다
지르	0.9603894352912903	비싸다
기다	0.9593459367752075	비싸다
요즘	0.9588737487792969	비싸다
기다리	0.956100583076477	비싸다
고민하다	0.9525269269943237	비싸다
나을	0.9518140554428101	비싸다
중고	0.9510797262191772	비싸다
저렴	0.9499282240867615	비싸다
사면	0.9472967386245728	비싸다
뭐가	0.9453585147857666	비싸다
친구	0.9424515962600708	비싸다
s7중	0.941868782043457	비싸다
갈아타	0.9377773404121399	비싸다
떨어지길	0.9372591376304626	비싸다
지5	0.9361627101898193	비싸다
지금	0.9358842372894287	비싸다
갤7엣지	0.9354578256607056	비싸다
결정	0.9337618947029114	비싸다
정책	0.9329250454902649	비싸다
ㄹㄱㄱㅂ	0.9329227805137634	비싸다
취향	0.9912518858909607	예쁘다
의외	0.988312840461731	예쁘다
나아	0.9879593849182129	예쁘다
핑크색	0.9877368211746216	예쁘다
권하	0.9861545562744141	예쁘다
무난하다	0.9859812259674072	예쁘다
개취	0.9859447479248047	예쁘다
같다	0.9859153628349304	예쁘다
매력적	0.9857027530670166	예쁘다
반응	0.9856383800506592	예쁘다
첫인상	0.9850863814353943	예쁘다
많은	0.9850564002990723	예쁘다
완전	0.9847952127456665	예쁘다
하내	0.9846854209899902	예쁘다
완성도	0.984548807144165	예쁘다
똑같	0.9842033386230469	예쁘다
안타깝다	0.9841030836105347	예쁘다
쓰기	0.9836496114730835	예쁘다
아쉬움	0.9834397435188293	예쁘다
극혐	0.983244001865387	예쁘다
ㅆㅅㅌㅊ	0.9832260012626648	예쁘다
사이즈	0.9832099676132202	예쁘다
같	0.9830383658409119	예쁘다
빠릿	0.9830199480056763	예쁘다
느낀점	0.9829419851303101	예쁘다
당연	0.9827615022659302	예쁘다
주관적	0.9825495481491089	예쁘다
유출	0.9824628829956055	예쁘다
평이	0.9824308156967163	예쁘다
보자	0.9821881055831909	예쁘다
뒷판	0.9971420168876648	신경쓰다
외관	0.9968892931938171	신경쓰다
안보	0.9964179992675781	신경쓰다
심한	0.9962282776832581	신경쓰다
신경	0.9960638284683228	신경쓰다
내구성	0.9957066774368286	신경쓰다
약간	0.9954401254653931	신경쓰다
먼지	0.9944684505462646	신경쓰다
qc	0.9937173128128052	신경쓰다
미세	0.9930812120437622	신경쓰다
하단부	0.9927334785461426	신경쓰다
거슬리다	0.9926820993423462	신경쓰다
마감	0.9924530982971191	신경쓰다
양호	0.9917432069778442	신경쓰다
스크래치	0.9912008047103882	신경쓰다
뽑기	0.9910985231399536	신경쓰다
기스	0.9904260635375977	신경쓰다
테두리	0.9901851415634155	신경쓰다
결합부	0.9901785254478455	신경쓰다
도색	0.9895369410514832	신경쓰다
생길	0.9894779920578003	신경쓰다
삐뚤	0.9871925115585327	신경쓰다
한쪽	0.9871151447296143	신경쓰다
네모	0.9866824746131897	신경쓰다
들림	0.9865649342536926	신경쓰다
밀착	0.9864280223846436	신경쓰다
좌측	0.9863002300262451	신경쓰다
